MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
20,RL,18160,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,BrkCmn,138.0,TA,TA,CBlock,TA,TA,Av,BLQ,550.0,Unf,0.0,752.0,1302.0,GasA,Fa,Y,SBrkr,1128,0,0,1.0,0.0,1,0,3,1,TA,Typ,1,Attchd,1964.0,Unf,P,0,108,246,0,0,0,0,3,2007,WD,Alloca
120,RL,4740,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,248.0,Unf,0.0,918.0,1166.0,GasA,Gd,Y,SBrkr,1179,0,0,1.0,0.0,2,0,2,1,TA,Typ,0,Attchd,1988.0,RFn,Y,0,108,0,0,135,0,0,10,2007,WD,Normal
120,RL,5118,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,926.0,Unf,0.0,386.0,1312.0,GasA,Gd,Y,SBrkr,1321,0,0,1.0,0.0,1,0,1,1,Gd,Typ,1,Attchd,1990.0,RFn,Y,0,64,140,0,0,0,0,8,2007,WD,Normal
60,RL,12328,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,CompShg,Stone,146.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,986.0,Unf,0.0,163.0,1149.0,GasA,Ex,Y,SBrkr,1164,1377,0,1.0,0.0,3,1,4,1,Ex,Typ,1,BuiltIn,2005.0,Fin,Y,120,32,0,0,0,0,0,7,2007,WD,Normal
120,RL,8035,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Gable,CompShg,BrkFace,165.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,797.0,Unf,0.0,815.0,1612.0,GasA,Ex,Y,SBrkr,1612,0,0,1.0,0.0,2,0,2,1,Ex,Typ,1,Attchd,2006.0,Fin,Y,0,164,0,0,0,0,0,3,2007,WD,Normal
20,RL,13870,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,BrkFace,250.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1152.0,Unf,0.0,590.0,1742.0,GasA,Ex,Y,SBrkr,2042,0,0,1.0,0.0,2,0,3,1,Ex,Typ,1,Attchd,2007.0,Fin,Y,240,52,0,0,174,0,0,10,2007,New,Partial
20,RL,10960,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1984,1984,Hip,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,256.0,Unf,0.0,1028.0,1284.0,GasA,TA,Y,SBrkr,1284,0,0,1.0,0.0,2,0,3,1,TA,Typ,0,Attchd,1984.0,Unf,Y,0,0,192,0,0,0,0,4,2007,COD,Abnorml
60,RL,12090,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,CompShg,BrkFace,306.0,Gd,TA,CBlock,Gd,TA,No,ALQ,321.0,Unf,0.0,404.0,725.0,GasA,Ex,Y,SBrkr,725,754,0,0.0,0.0,2,1,3,1,Gd,Typ,1,Attchd,1981.0,RFn,Y,167,72,0,0,0,0,0,3,2007,WD,Normal
20,RL,12299,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1978,1985,Gable,CompShg,Stone,67.0,TA,TA,CBlock,Gd,TA,No,GLQ,1328.0,Unf,0.0,201.0,1529.0,GasA,TA,Y,SBrkr,1664,0,0,1.0,0.0,2,0,3,1,Gd,Typ,1,Attchd,1978.0,Fin,Y,0,0,0,0,0,0,0,9,2007,WD,Normal
60,RL,11339,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1979,1979,Hip,WdShake,BrkFace,549.0,TA,TA,CBlock,Gd,TA,No,ALQ,758.0,Unf,0.0,22.0,780.0,GasA,TA,Y,SBrkr,1085,845,0,1.0,0.0,2,1,4,1,Gd,Typ,1,Attchd,1979.0,Fin,Y,192,72,0,0,0,0,0,3,2007,WD,Normal
20,RL,11850,Pave,Reg,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,BrkFace,98.0,TA,TA,CBlock,Gd,TA,No,ALQ,781.0,Unf,0.0,372.0,1153.0,GasA,TA,Y,SBrkr,1177,0,0,0.0,0.0,2,0,3,1,Gd,Typ,0,Attchd,1984.0,Fin,Y,204,103,0,0,0,0,0,8,2007,WD,Normal
20,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,BrkFace,253.0,TA,TA,CBlock,Gd,TA,No,GLQ,903.0,Unf,0.0,356.0,1259.0,GasA,Ex,Y,SBrkr,1353,0,0,1.0,0.0,2,0,2,1,TA,Typ,1,Attchd,1979.0,RFn,Y,240,141,0,0,0,0,0,8,2007,WD,Normal
20,RL,13001,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,BrkFace,176.0,TA,TA,CBlock,TA,TA,Mn,ALQ,492.0,BLQ,121.0,1012.0,1625.0,GasA,TA,Y,SBrkr,1220,0,0,0.0,1.0,2,0,2,1,TA,Typ,1,Attchd,1971.0,Unf,Y,0,0,249,0,0,0,0,9,2007,WD,Normal
80,RL,8991,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,SLvl,7,6,1976,1976,Gable,CompShg,Stone,130.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,624.0,Rec,604.0,0.0,1228.0,GasA,TA,Y,SBrkr,1324,0,0,0.0,1.0,2,0,3,1,Gd,Typ,1,Attchd,1976.0,Fin,Y,407,36,0,0,0,0,0,2,2007,WD,Normal
60,RL,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,6,1974,1974,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,931.0,LwQ,153.0,0.0,1084.0,GasA,TA,Y,SBrkr,1084,793,0,1.0,0.0,2,1,4,1,TA,Typ,1,Attchd,1974.0,Unf,Y,0,96,0,0,0,0,0,11,2007,WD,Normal
20,RL,9457,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1990,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,566.0,Unf,0.0,359.0,925.0,GasA,TA,Y,SBrkr,1422,0,0,1.0,0.0,1,0,3,1,TA,Min2,0,Detchd,1988.0,Unf,Y,252,0,0,0,0,0,0,9,2007,WD,Normal
20,RL,7920,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,BrkFace,32.0,TA,TA,CBlock,TA,TA,No,ALQ,81.0,GLQ,619.0,214.0,914.0,GasA,Ex,Y,SBrkr,914,0,0,0.0,0.0,1,0,3,1,Ex,Typ,0,Attchd,1970.0,RFn,Y,120,0,0,0,0,0,0,10,2007,WD,Normal
20,RL,17199,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1961,1961,Gable,CompShg,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,314.0,Unf,0.0,600.0,914.0,GasA,Ex,Y,SBrkr,914,0,0,0.0,0.0,1,0,2,1,TA,Typ,0,Basment,1961.0,Unf,Y,140,0,0,0,0,0,0,7,2007,WD,Normal
120,RH,4113,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2001,2001,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1337.0,1337.0,GasA,Ex,Y,SBrkr,1337,0,0,0.0,0.0,2,0,2,1,Gd,Typ,1,Attchd,2001.0,Fin,Y,136,68,0,0,0,0,0,7,2007,WD,Normal
120,RH,10943,Pave,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1997,1998,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,930.0,Unf,0.0,475.0,1405.0,GasA,Ex,Y,SBrkr,1337,0,0,1.0,0.0,2,0,2,1,Gd,Typ,1,Attchd,1997.0,Fin,Y,0,68,0,0,0,0,0,10,2007,WD,Normal
160,RM,2205,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,BrkFace,567.0,TA,TA,CBlock,TA,TA,No,ALQ,312.0,Unf,0.0,213.0,525.0,GasA,TA,Y,SBrkr,525,567,0,0.0,0.0,1,1,3,1,TA,Typ,0,Detchd,1973.0,Unf,Y,144,0,0,0,0,0,0,2,2007,WD,Normal
160,RM,2058,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,BrkFace,265.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,672,546,0,0.0,0.0,1,1,4,1,Ex,Typ,0,Detchd,1973.0,Unf,Y,0,28,0,0,0,0,0,12,2007,WD,Normal
120,RL,2304,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,632.0,Unf,6.0,423.0,1061.0,GasA,TA,Y,SBrkr,1055,0,0,0.0,0.0,2,0,2,1,TA,Typ,0,Attchd,1978.0,Unf,Y,108,32,0,0,0,0,0,4,2007,WD,Normal
20,RL,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,BrkFace,52.0,TA,TA,CBlock,TA,TA,No,BLQ,725.0,Unf,0.0,263.0,988.0,GasA,TA,Y,SBrkr,988,0,0,1.0,0.0,1,0,3,1,TA,Typ,0,Detchd,1974.0,Unf,Y,0,0,0,0,0,0,0,11,2007,WD,Normal
20,RL,12469,Pave,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,Stone,378.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1151.0,Unf,0.0,639.0,1790.0,GasA,Ex,Y,SBrkr,1816,0,0,1.0,0.0,2,0,3,1,Ex,Typ,1,Attchd,2007.0,Fin,Y,186,36,0,0,0,0,0,8,2007,New,Partial
20,RL,11825,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,Stone,302.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,1694.0,1694.0,GasA,Ex,Y,SBrkr,1694,0,0,0.0,0.0,2,0,3,1,Gd,Typ,1,Attchd,2006.0,RFn,Y,0,112,0,0,0,0,0,6,2007,New,Partial
20,RL,14333,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518.0,Unf,0.0,590.0,2108.0,GasA,Ex,Y,SBrkr,2122,0,0,1.0,0.0,2,1,2,1,Gd,Typ,1,Attchd,2007.0,Fin,Y,130,142,0,0,0,0,0,11,2007,New,Partial
60,RL,13641,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2007,2007,Hip,CompShg,BrkFace,456.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1304.0,Unf,0.0,630.0,1934.0,GasA,Ex,Y,SBrkr,1943,713,0,1.0,0.0,2,1,3,1,Ex,Typ,1,Attchd,2007.0,RFn,Y,268,58,0,0,0,0,0,12,2007,New,Partial
60,RL,13440,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,BrkFace,190.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1108.0,1108.0,GasA,Ex,Y,SBrkr,1148,1402,0,0.0,0.0,2,1,4,1,Ex,Typ,1,BuiltIn,2006.0,Fin,Y,120,39,0,0,0,0,0,3,2007,New,Partial
20,RL,15431,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2005,2006,Hip,CompShg,BrkFace,400.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1430.0,Unf,0.0,564.0,1994.0,GasA,Ex,Y,SBrkr,2046,0,0,1.0,0.0,2,1,2,1,Ex,Typ,2,Attchd,2005.0,Fin,Y,188,65,0,0,175,0,0,8,2007,WD,Normal
20,RL,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,Stone,456.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1812.0,Unf,0.0,740.0,2552.0,GasA,Ex,Y,SBrkr,2552,0,0,1.0,0.0,2,0,3,1,Ex,Typ,2,Attchd,2007.0,Fin,Y,130,28,0,0,0,0,0,10,2007,New,Partial
60,RL,13654,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,BrkFace,365.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1704.0,1704.0,GasA,Ex,Y,SBrkr,1722,1036,0,0.0,0.0,2,1,4,1,Ex,Typ,1,BuiltIn,2005.0,Fin,Y,282,55,0,0,0,0,0,5,2007,WD,Normal
60,RL,9709,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,Stone,120.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,778.0,Unf,0.0,140.0,918.0,GasA,Ex,Y,SBrkr,958,1142,0,1.0,0.0,2,1,3,1,Ex,Typ,2,BuiltIn,2007.0,Fin,Y,172,104,0,0,0,0,0,9,2007,New,Partial
20,RL,13615,Pave,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,Stone,510.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1802.0,1802.0,GasA,Ex,Y,SBrkr,1802,0,0,0.0,0.0,2,1,3,1,Ex,Typ,1,Attchd,2006.0,Fin,Y,158,105,0,0,0,0,0,6,2007,WD,Normal
60,RL,13069,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,BrkFace,502.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1706.0,1706.0,GasA,Ex,Y,SBrkr,1718,1238,0,0.0,0.0,2,1,5,1,Ex,Typ,1,BuiltIn,2004.0,RFn,Y,194,50,0,0,0,0,0,8,2007,WD,Normal
60,RL,14277,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,BrkFace,280.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,938.0,Unf,0.0,379.0,1317.0,GasA,Ex,Y,SBrkr,1217,1168,0,1.0,0.0,2,1,3,1,Gd,Typ,1,Attchd,2003.0,Fin,Y,192,228,0,0,0,0,0,1,2007,WD,Normal
60,RL,12568,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,Stone,246.0,Gd,TA,PConc,Ex,TA,Av,GLQ,669.0,Unf,0.0,226.0,895.0,GasA,Ex,Y,SBrkr,895,923,0,1.0,0.0,2,1,3,1,Ex,Typ,1,Attchd,2007.0,Fin,Y,196,104,0,0,0,0,0,8,2007,New,Partial
20,RL,9926,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1178.0,Unf,0.0,436.0,1614.0,GasA,Ex,Y,SBrkr,1614,0,0,1.0,0.0,2,0,3,1,Gd,Typ,0,Attchd,2005.0,RFn,Y,100,38,0,0,0,0,0,5,2007,WD,Normal
20,RL,9254,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,119.0,Unf,0.0,1602.0,1721.0,GasA,Ex,Y,SBrkr,1721,0,0,1.0,0.0,2,0,3,1,Gd,Typ,0,Attchd,2005.0,RFn,Y,168,27,0,0,0,0,0,1,2007,WD,Normal
60,RL,10732,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2007,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1298.0,1298.0,GasA,Ex,Y,SBrkr,1298,530,0,0.0,0.0,2,1,3,1,Gd,Typ,0,BuiltIn,2006.0,RFn,Y,0,40,0,0,0,0,0,2,2007,New,Partial
120,RL,3901,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,866.0,Unf,0.0,436.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,1.0,0.0,1,1,1,1,Gd,Typ,1,Attchd,2005.0,RFn,Y,110,50,0,0,0,0,0,8,2007,New,Partial
120,RL,3903,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1030.0,Unf,0.0,272.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,1.0,0.0,1,1,1,1,Gd,Typ,1,Attchd,2005.0,RFn,Y,110,50,0,0,0,0,0,5,2007,WD,Normal
120,RL,6289,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,762.0,Unf,0.0,600.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,0,1.0,0.0,2,0,2,1,Gd,Typ,1,Attchd,2005.0,RFn,Y,192,28,0,0,0,0,0,6,2007,WD,Normal
120,RL,4590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1530.0,1554.0,GasA,Ex,Y,SBrkr,1554,0,0,0.0,0.0,2,0,2,1,Gd,Typ,1,Attchd,2006.0,RFn,Y,156,73,0,0,0,0,0,5,2007,CWD,Normal
120,RL,7841,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,BrkFace,394.0,Ex,TA,PConc,Ex,TA,No,GLQ,848.0,Unf,0.0,729.0,1577.0,GasA,Ex,Y,SBrkr,1577,0,0,1.0,0.0,2,0,2,1,Ex,Typ,1,Attchd,2005.0,RFn,Y,203,39,0,0,0,0,0,5,2007,WD,Normal
120,RL,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1300.0,1324.0,GasA,Ex,Y,SBrkr,1324,0,0,0.0,0.0,2,0,2,1,Gd,Typ,1,Attchd,2006.0,Fin,Y,0,38,0,0,0,0,0,9,2007,New,Partial
120,RL,3242,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,Stone,235.0,Gd,TA,PConc,Gd,TA,No,GLQ,1000.0,Unf,0.0,405.0,1405.0,GasA,Ex,Y,SBrkr,1405,0,0,1.0,0.0,2,0,2,1,Gd,Typ,1,Attchd,2003.0,RFn,Y,136,36,0,0,0,0,0,3,2007,WD,Normal
60,RL,15810,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,None,100.70914127423822,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,768,728,0,0.0,0.0,3,0,3,1,Gd,Typ,0,Attchd,2007.0,Unf,Y,100,0,0,0,0,0,0,5,2007,New,Partial
60,RL,10237,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,768,768,0,0.0,0.0,2,1,3,1,Gd,Typ,1,Attchd,2005.0,Fin,Y,100,38,0,0,0,0,0,6,2007,WD,Normal
60,RL,13204,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,Stone,44.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,Ex,Y,SBrkr,608,850,0,0.0,0.0,2,0,3,1,Gd,Typ,0,BuiltIn,2007.0,Fin,Y,100,33,0,0,0,0,0,5,2007,New,Partial
60,RL,8857,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,738.0,738.0,GasA,Ex,Y,SBrkr,738,757,0,0.0,0.0,2,1,3,1,Gd,Typ,1,Attchd,2006.0,RFn,Y,100,30,0,0,0,0,0,3,2007,New,Partial
60,RL,9729,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,Ex,Y,SBrkr,698,1048,0,1.0,0.0,2,1,3,1,Gd,Typ,1,BuiltIn,2007.0,Unf,Y,0,34,0,0,0,0,0,6,2007,New,Partial
20,RL,12216,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,918.0,Unf,0.0,408.0,1326.0,GasA,Ex,Y,SBrkr,1326,0,0,1.0,0.0,2,0,3,1,Gd,Typ,0,Attchd,2005.0,Fin,Y,120,23,0,0,0,0,2000,6,2007,WD,Normal
60,RL,8229,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,Stone,22.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,752.0,752.0,GasA,Ex,Y,SBrkr,752,752,0,0.0,0.0,2,1,3,1,Gd,Typ,0,Attchd,2007.0,Fin,Y,100,32,0,0,0,0,0,12,2007,New,Partial
60,RL,7713,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,Stone,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,0.0,0.0,2,1,3,1,Gd,Typ,0,Attchd,2007.0,Fin,Y,100,24,0,0,0,0,0,7,2007,New,Partial
20,RL,7697,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1246.0,1246.0,GasA,Ex,Y,SBrkr,1258,0,0,0.0,0.0,2,0,3,1,Gd,Typ,0,Attchd,2007.0,RFn,Y,0,0,0,0,0,0,0,8,2007,New,Partial
120,RL,3621,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,BrkFace,72.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1084.0,Unf,0.0,322.0,1406.0,GasA,Ex,Y,SBrkr,1589,0,0,1.0,0.0,2,0,2,1,Gd,Typ,1,Attchd,2003.0,Fin,Y,143,20,0,0,0,0,0,11,2007,WD,Normal
20,RL,3710,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1266.0,1266.0,GasA,Ex,Y,SBrkr,1266,0,0,0.0,0.0,2,0,2,1,Gd,Typ,1,Attchd,2007.0,Fin,Y,100,16,0,0,0,0,0,8,2007,New,Partial
80,RL,16219,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,779.0,Unf,0.0,56.0,835.0,GasA,Ex,Y,SBrkr,1119,0,0,1.0,0.0,2,0,2,1,Gd,Typ,0,Attchd,2004.0,Fin,Y,100,24,0,0,0,0,0,4,2007,WD,Normal
80,RL,11084,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,192.0,Unf,0.0,192.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,1.0,0.0,2,1,3,1,Gd,Typ,1,BuiltIn,2004.0,Fin,Y,100,0,0,0,0,0,0,6,2007,WD,Family
